4.31824e-14,2.49341e-12,7.265e-12,3.94083e-12,4.15601e-13,
2.88001e-11,6.89998e-10,9.03172e-10,2.59822e-09,1.70927e-10,
3.24681e-09,7.61062e-08,4.45926e-08,2.86222e-07,2.08912e-08,
9.27888e-08,3.1438e-06,1.02533e-06,7.93492e-06,1.05575e-06,
1.84536e-06,7.5168e-05,1.38518e-05,0.000151784,2.51643e-05,
2.5901e-05,0.000843304,0.000114156,0.00202701,0.000355943,
0.000259864,0.00520064,0.000560239,0.019085,0.00318896,
0.00188626,0.0345646,0.00226727,0.127718,0.0185606,
0.00679385,0.116546,0.00694655,0.424981,0.0821861,
0.0206436,0.325586,0.0157016,1.17453,0.273932,
0.0532285,0.75605,0.0263171,2.70114,0.727952,
0.11725,1.46423,0.0402863,5.17693,1.59864,
0.182584,2.09608,0.0626269,7.19537,3.01418,
0.315245,3.0242,0.0623384,10.2042,4.95202,
0.421443,3.56866,0.0644341,11.6143,7.27522,
0.589366,3.91287,0.0587135,12.2074,9.74002,
0.694502,3.882,0.0493518,11.3845,12.0844,
0.785659,3.6312,0.0380684,9.80386,14.114,
0.85867,3.23794,0.0271448,7.79492,15.7294,
0.912681,2.79526,0.0180492,5.72099,16.9209,
0.949578,2.38282,0.0113018,3.87491,17.742,
0.972847,2.04939,0.00672826,2.42125,18.275,
0.98639,1.87994,0.00402941,1.39519,18.6029,
0.990625,1.7291,0.00194741,1.02335,18.7903,
0.995794,1.60803,0.00104768,0.521817,18.8948,
0.998251,1.54883,0.000645893,0.245062,18.9519,
0.998904,1.5221,0.000234539,0.162243,18.9806,
0.999594,1.49878,0.000140857,0.0672842,18.9949,
0.99976,1.49278,4.61891e-05,0.0418561,19.0019,
0.999921,1.4862,3.11831e-05,0.0153176,19.005,
0.999956,1.48467,8.9775e-06,0.00895633,19.0065,
